Year Mnth Day Hr dayl(s) prcp(mm/day) srad(W/m2) tmax(C) tmin(C) vp(Pa),, prcp(mm/day) ,srad(W/m2), tmax(C) ,tmin(C) ,vp(Pa),Runoff (t-1),FFNN-Runoff(t-1),,,Runoff (t)
1995 05 11 12,49075.19,1.92,369.03,30.03,17.2,1951.22,47,47,,,45
1995 05 12 12,49385.59,0,409.89,31.08,16.76,1901.13,45,45,,,50
1995 05 13 12,49420.81,0,463.33,30.36,13.72,1506.75,50,50,,,45
1995 05 14 12,49420.81,0,431.57,30.08,15.12,1661.89,45,45,,,41
1995 05 15 12,49446.23,12.68,263.2,28.94,17.45,1992.2,41,41,,,43
1995 05 16 12,49763.71,0.21,469.84,33.43,16.06,1728.27,43,43,,,49
1995 05 17 12,49766.41,0,413.19,31.72,17.65,1985.61,49,49,,,52
1995 05 18 12,49766.41,0,418.19,33.8,19.29,2097.6,52,52,,,46
1995 05 19 12,49791.83,0,374.3,31.63,19.37,2115.2,46,46,,,41
1995 05 20 12,50076.75,7.05,345.1,28.01,12.91,1341.78,41,41,,,40
1995 05 21 12,50111.99,0,500.16,27.45,10.78,970.29,40,40,,,49
1995 05 22 12,50111.99,0,509.24,28.99,11.5,989.72,49,49,,,47
1995 05 23 12,50111.99,0,512.72,30.17,12.15,1018.24,47,47,,,41
1995 05 24 12,50226.32,0,493.8,30.69,13.53,1138.79,41,41,,,36
1995 05 25 12,50457.61,0,487.74,31.54,14.57,1216.52,36,36,,,33
1995 05 26 12,50457.61,0,484.58,33.13,16.11,1333.81,33,33,,,31
1995 05 27 12,50457.61,0,466.41,35.18,18.73,1589.43,31,31,,,30
1995 05 28 12,50457.61,23.55,316.55,32.96,18.49,1924.69,30,30,,,120
1995 05 29 12,50571.95,3.6,341.32,32.25,18.56,2002.83,120,120,,,80
1995 05 30 12,50767.96,0,385.79,30.98,18.57,1910.1,80,80,,,57
1995 05 31 12,50803.17,0,376.12,30.48,18.75,1794.56,57,57,,,42
1995 06 01 12,50803.17,0.11,304.49,28.3,19.15,1988.57,42,42,,,37
1995 06 02 12,50803.17,0,397.85,31.04,18.76,1691.83,37,37,,,34
1995 06 03 12,50803.17,13.23,258.63,29.45,19.02,2061.8,34,34,,,34
1995 06 04 12,50828.59,0,366.17,29.82,18.9,1859.99,34,34,,,58
1995 06 05 12,50982.64,2.98,270.53,29.3,19.85,2173.36,58,58,,,73
1995 06 06 12,51113.55,67.37,150.56,25.06,19.63,2290.25,73,73,,,869
1995 06 07 12,51148.8,3.5,297.45,30.23,19.48,2258.12,869,869,,,568
1995 06 08 12,51148.8,2.37,360.53,32.11,20.19,2296.62,568,568,,,237
1995 06 09 12,51148.8,0,468.67,35.21,19.78,2055.4,237,237,,,130
1995 06 10 12,51148.8,3.88,395.44,35.55,17.9,1953.38,130,130,,,88
1995 06 11 12,51148.8,8.39,401.26,34.27,18.36,2009.92,88,88,,,100
1995 06 12 12,51148.8,0.66,408.18,32.56,19.62,2196.13,100,100,,,94
1995 06 13 12,51154.41,14.33,343.11,28.62,14.76,1682.01,94,94,,,207
1995 06 14 12,51174.22,0,489.17,25.97,11.16,1280.16,207,207,,,156
1995 06 15 12,51209.12,0,505.61,28.45,12.44,1359.97,156,156,,,92
1995 06 16 12,51263.11,0,500.26,29.86,13.8,1478.19,92,92,,,67
1995 06 17 12,51328.23,0,476.83,28.82,14.06,1535.27,67,67,,,53
1995 06 18 12,51328.23,0,473.86,28.84,14.16,1548.56,53,53,,,46
1995 06 19 12,51393.96,0.03,405.72,27.92,16.11,1814.71,46,46,,,41
1995 06 20 12,51393.96,0,400.95,24.75,13.66,1565.88,41,41,,,37
1995 06 21 12,51393.96,2.76,384.74,28.55,15.14,1706.49,37,37,,,35
1995 06 22 12,51393.96,10.22,311,29.6,17.57,2011.37,35,35,,,39
1995 06 23 12,51393.96,0,437.94,29.83,17,1910.32,39,39,,,94
1995 06 24 12,51328.23,0,446.39,31.59,18.17,2048.34,94,94,,,81
1995 06 25 12,51328.23,2.86,372.62,32.04,19.44,2252.2,81,81,,,65
1995 06 26 12,51263.11,4.45,356.06,32.21,20.17,2348.07,65,65,,,95
1995 06 27 12,51209.12,0.01,422.42,33.12,20.57,2396.54,95,95,,,81
1995 06 28 12,51174.22,0,439.27,33.33,20.08,2311.33,81,81,,,100
1995 06 29 12,51154.41,4.3,336.76,32.11,19.5,2280.25,100,100,,,72
1995 06 30 12,51148.8,0,409.02,30.65,19.08,2212.81,72,72,,,59
1995 07 01 12,51148.8,12.5,310.93,31.5,19.49,2278.88,59,59,,,58
1995 07 02 12,51148.8,5.42,363.19,30.69,18.64,2145.98,58,58,,,84
1995 07 03 12,51148.8,1.23,395.67,31.5,19.15,2223.68,84,84,,,78
1995 07 04 12,51148.8,8.54,367.29,31.88,19.84,2308.4,78,78,,,60
1995 07 05 12,51148.8,0,425.66,33.53,20.5,2400,60,60,,,48
1995 07 06 12,51148.8,0,431.5,34.84,21.04,2486.25,48,48,,,44
1995 07 07 12,51048.39,0,449.95,34.29,19.73,2295.7,44,44,,,35
1995 07 08 12,50917.51,0,452.58,34.24,19.5,2277.36,35,35,,,34
1995 07 09 12,50808.79,0,464.92,33.13,18.1,2080.1,34,34,,,31
1995 07 10 12,50803.17,0,473.53,34.16,18.47,2112.58,31,31,,,28
1995 07 11 12,50803.17,0,466.14,35.31,19.64,2281.77,28,28,,,26
1995 07 12 12,50803.17,0,465.67,35.76,19.91,2304.91,26,26,,,25
1995 07 13 12,50803.17,0,464.13,35.1,19.48,2262.9,25,25,,,23
1995 07 14 12,50702.79,0,465.1,34.41,18.92,2182.76,23,23,,,22
1995 07 15 12,50483.03,0,455.41,34.61,19.55,2278.09,22,22,,,22
1995 07 16 12,50457.61,0,452.4,36.86,21.27,2520.12,22,22,,,21
1995 07 17 12,50457.61,2.87,426.06,37.76,20.2,2342.93,21,21,,,20
1995 07 18 12,50457.61,0,420.48,34.82,21.19,2509.8,20,20,,,21
1995 07 19 12,50422.38,20.67,326.98,35.52,20.95,2472.6,21,21,,,232
1995 07 20 12,50137.41,0,406.61,34.66,21.52,2563.91,232,232,,,55
1995 07 21 12,50111.99,0,393.41,36.26,23.25,2839.57,55,55,,,34
1995 07 22 12,50111.99,4.59,320.78,35.84,21.52,2563.74,34,34,,,23
1995 07 23 12,50111.99,0.81,399.98,36.27,22,2639.8,23,23,,,19
1995 07 24 12,49945.82,2.58,357.41,36.5,22.5,2720,19,19,,,20
1995 07 25 12,49766.41,0,423.62,37,22.32,2690.12,20,20,,,18
1995 07 26 12,49766.41,1.15,412.48,37,21.48,2556.09,18,18,,,20
1995 07 27 12,49766.41,14.36,331.69,35.87,20.48,2396.32,20,20,,,39
1995 07 28 12,49600.27,7.38,280.07,32.8,21.01,2481.93,39,39,,,92
1995 07 29 12,49420.81,0.39,411.14,33.69,20.21,2354.38,92,92,,,45
1995 07 30 12,49420.81,7.02,326.76,34.29,20,2320,45,45,,,21
1995 07 31 12,49420.81,0,408.79,34.06,20.49,2398.48,21,21,,,14
1995 08 01 12,49135.52,0,423.18,34.63,20.23,2356.74,14,14,,,9.9
1995 08 02 12,49075.19,0.01,406.5,33.8,20.26,2360.98,9.9,9.9,,,8.4
1995 08 03 12,49075.19,5.74,273.96,32.49,20.82,2451.88,8.4,8.4,,,7.2
1995 08 04 12,49039.95,7.59,207.98,30.29,21.93,2628.41,7.2,7.2,,,7.5
1995 08 05 12,48729.61,8,249.86,32.71,22.24,2678.69,7.5,7.5,,,13
1995 08 06 12,48729.61,0,352.6,33.3,22.12,2658.87,13,13,,,9.2
1995 08 07 12,48729.61,1.02,338.94,33.68,22.3,2688.78,9.2,9.2,,,11
1995 08 08 12,48409.41,50.83,280.27,31.41,19.94,2317.75,11,11,,,2530
1995 08 09 12,48383.99,0.1,279.94,26.96,19.17,2226.52,2530,2530,,,392
1995 08 10 12,48383.99,0,371.23,29.53,18.69,2151.11,392,392,,,175
1995 08 11 12,48152.71,0,407.35,31.87,19.34,2254.7,175,175,,,141
1995 08 12 12,48038.4,1.39,395.36,33.95,20.5,2400,141,141,,,111
1995 08 13 12,48038.4,0,437.39,35.7,20.94,2470.47,111,111,,,87
1995 08 14 12,47872.24,0,436.23,36.99,21.84,2614.14,87,87,,,67
1995 08 15 12,47692.81,0,429.57,37.65,22.59,2734.52,67,67,,,52
1995 08 16 12,47692.81,3.5,377.64,37.01,23.05,2808.63,52,52,,,41
1995 08 17 12,47592.43,0,394.03,35.97,23.04,2805.88,41,41,,,34
1995 08 18 12,47347.21,0,421.12,37.69,23,2800.4,34,34,,,27
1995 08 19 12,47347.21,4.35,392.85,36.91,21.76,2602.17,27,27,,,23
1995 08 20 12,47246.78,0,361.14,31.69,20.83,2453.49,23,23,,,20
1995 08 21 12,47001.61,4.14,252.73,31.28,21.53,2565.06,20,20,,,18
1995 08 22 12,47001.61,0,348.28,31.2,21,2480,18,18,,,17
1995 08 23 12,46770.35,0.18,411.74,33.59,20.37,2379.08,17,17,,,15
1995 08 24 12,46656,3.32,285.93,32.36,20.8,2447.93,15,15,,,12
1995 08 25 12,46656,0.61,268.46,29.55,21.86,2617.61,12,12,,,12
1995 08 26 12,46316.02,46.15,163.66,28.06,22.33,2692.19,12,12,,,605
1995 08 27 12,46310.4,82.18,123.03,26.62,22.5,2719.58,605,605,,,4110
1995 08 28 12,46310.4,15.44,187.35,27.87,21.51,2561.91,4110,4110,,,3340
1995 08 29 12,45964.79,6.37,334.97,29.54,18.97,2195.2,3340,3340,,,841
1995 08 30 12,45964.79,0,427.72,31.58,18.94,2190.27,841,841,,,272
1995 08 31 12,45964.79,0,420.85,31.8,19.4,2258.02,272,272,,,193
1995 09 01 12,45619.18,0,412.82,31.5,19.5,2276.22,193,193,,,140
1995 09 02 12,45619.18,12.12,329.86,32,18.55,2128.24,140,140,,,115
1995 09 03 12,45616.5,0,465.98,28.33,14.2,1616,115,115,,,133
1995 09 04 12,45273.6,0,483.14,28.41,13.02,1482.7,133,133,,,108
1995 09 05 12,45273.6,0,471.33,28.5,13.59,1567.19,108,108,,,77
1995 09 06 12,44927.99,0,436.25,27.58,14.56,1649.9,77,77,,,60
1995 09 07 12,44927.99,0,391.39,26.96,15.88,1790.69,60,60,,,50
1995 09 08 12,44927.99,0,381.67,28.6,17.5,2000.03,50,50,,,44
1995 09 09 12,44582.39,0,407.1,30,17.5,2000.65,44,44,,,41
1995 09 10 12,44582.39,0,426.51,31.34,17.5,2000,41,41,,,39
1995 09 11 12,44582.39,0,423.12,31.89,17.99,2077.61,39,39,,,36
1995 09 12 12,44236.83,14.89,281.28,29.2,18.01,2081.07,36,36,,,146
1995 09 13 12,44236.83,0,354.97,28.87,18.54,2127.68,146,146,,,66
1995 09 14 12,43891.2,8.64,245.09,28.9,19.63,2290.04,66,66,,,75
1995 09 15 12,43891.2,10.44,214.94,27.03,19.32,2248.25,75,75,,,127
1995 09 16 12,43891.2,9.69,248.2,29.4,20.02,2331.43,127,127,,,286
1995 09 17 12,43545.6,7.38,227.32,28.33,20.08,2335.1,286,286,,,456
1995 09 18 12,43545.6,0,405.76,29.89,17.56,2009.95,456,456,,,201
1995 09 19 12,43545.6,0,389.48,28.39,17,1920,201,201,,,134
1995 09 20 12,43199.98,0,403.56,27.72,15.67,1773.67,134,134,,,96
1995 09 21 12,43199.98,0,398.18,28.65,16.54,1882.92,96,96,,,74
1995 09 22 12,42854.39,0,387.37,29.81,17.87,2059.47,74,74,,,63
1995 09 23 12,42854.39,10.73,339.66,29.18,13.39,1544.41,63,63,,,60
1995 09 24 12,42854.39,19.01,246.8,17.11,8.63,1130.32,60,60,,,250
1995 09 25 12,42508.8,4.24,225.31,17.04,9.42,1193.83,250,250,,,278
1995 09 26 12,42508.8,0,346.88,23.18,13.29,1525.99,278,278,,,176
1995 09 27 12,42508.8,0,364.12,26.81,15.57,1765.62,176,176,,,126
1995 09 28 12,42163.22,0,368.15,26.12,14.71,1672.96,126,126,,,98
1995 09 29 12,42163.22,0,417.26,26.41,12.28,1422.3,98,98,,,82
1995 09 30 12,41817.61,0,404.2,25.97,12.53,1442.4,82,82,,,71
1995 10 01 12,41817.61,0,336.72,24.15,14.01,1600.92,71,71,,,62
1995 10 02 12,41817.61,0,380.25,27.04,14.5,1640.18,62,62,,,56
1995 10 03 12,41471.98,0,365.5,29.36,17.02,1923.12,56,56,,,52
1995 10 04 12,41471.98,22.55,232.18,27.61,18.01,2071.13,52,52,,,133
1995 10 05 12,41471.98,26.09,191.2,26.19,18.74,2159.69,133,133,,,1200
1995 10 06 12,41126.39,1.53,313.65,26.89,16.04,1806.08,1200,1200,,,639
1995 10 07 12,41126.39,0,390.68,28.46,14.76,1683.2,639,639,,,302
1995 10 08 12,40783.48,0,435.31,27.69,10.28,1262.3,302,302,,,185
1995 10 09 12,40780.8,0,412.29,26.34,11.03,1322.4,185,185,,,138
1995 10 10 12,40780.8,0,396.19,26.05,11.75,1380.09,138,138,,,110
1995 10 11 12,40435.21,0,382.18,26.91,13.18,1511.75,110,110,,,88
1995 10 12 12,40435.21,0,301.39,25.48,15.84,1789.86,88,88,,,76
1995 10 13 12,40435.21,2.4,252.89,25.19,16.48,1866.98,76,76,,,72
1995 10 14 12,40089.6,5.71,174.33,25.26,18.05,2076.19,72,72,,,80
1995 10 15 12,40089.6,16.08,318.51,25.83,7.65,1052.19,80,80,,,442
1995 10 16 12,40083.98,0,407.05,21.3,5.54,919.92,442,442,,,282
1995 10 17 12,39743.98,0,420.57,23.25,5.05,883.89,282,282,,,192
1995 10 18 12,39743.98,0,388.37,22.07,6.79,983.14,192,192,,,169
1995 10 19 12,39629.68,0,378.95,23.88,8.64,1131.22,169,169,,,145
1995 10 20 12,39398.4,0,389.74,25.47,8.62,1129.58,145,145,,,123
1995 10 21 12,39398.4,0.51,410.04,25.93,4.72,857.64,123,123,,,106
1995 10 22 12,39218.96,0,399.82,20.32,2.5,720,106,106,,,92
1995 10 23 12,39052.82,0,412.74,23.87,3.06,764.55,92,92,,,80
1995 10 24 12,39052.82,0,390.44,24.82,5.91,927.55,80,80,,,70
1995 10 25 12,38807.61,0,338.48,26,10.94,1314.8,70,70,,,57
1995 10 26 12,38707.19,0,387.02,24.7,4.99,879.27,57,57,,,51
1995 10 27 12,38707.19,0,365.27,24.89,6.95,996.11,51,51,,,49
1995 10 28 12,38527.77,36.8,238.21,25.81,11.19,1334.83,49,49,,,193
1995 10 29 12,38361.6,0,367.89,21.57,3.27,776.88,193,193,,,412
1995 10 30 12,38361.6,0,347.72,20.12,3.56,793.42,412,412,,,220
1995 10 31 12,38247.28,6.6,213.96,18.28,5.94,924.23,220,220,,,175
1995 11 01 12,38016.01,8.11,156.71,17.01,8.47,1117.8,175,175,,,196
1995 11 02 12,38016.01,6.73,150.87,21.01,12.55,1443.82,196,196,,,338
1995 11 03 12,37990.59,15.31,130.92,23.54,16.02,1804.77,338,338,,,1260
1995 11 04 12,37670.38,2.18,324.4,19.53,2.75,739.88,1260,1260,,,664
1995 11 05 12,37670.38,0,304.21,14.14,0.28,622.07,664,664,,,320
1995 11 06 12,37670.38,0,229.71,9.35,-0.12,601.59,320,320,,,240
1995 11 07 12,37360.03,9.08,229.66,16.9,2.54,738.01,240,240,,,750
1995 11 08 12,37324.82,24.15,217.04,18.38,4.92,873.99,750,750,,,1950
1995 11 09 12,37324.82,0,334.11,13.82,-2.9,488.26,1950,1950,,,838
1995 11 10 12,37264.5,0,321.46,13.77,-2.08,521.63,838,838,,,387
1995 11 11 12,36979.21,10.8,250.96,18.91,0.71,642.18,387,387,,,980
1995 11 12 12,36979.21,34.92,252.16,17.49,-1.27,560,980,980,,,3400
1995 11 13 12,36979.21,0,301.48,13.43,-2,520,3400,3400,,,1330
1995 11 14 12,36799.76,3.55,220.27,13.87,-0.39,601.95,1330,1330,,,581
1995 11 15 12,36633.6,0,282.81,12.32,-1.76,539.36,581,581,,,401
1995 11 16 12,36633.6,0,309.96,12.34,-4.04,440,401,401,,,314
1995 11 17 12,36633.6,0,310.89,13.29,-3.5,479.86,314,314,,,274
1995 11 18 12,36519.29,0,287.65,13.96,-1.01,560,274,274,,,236
1995 11 19 12,36288,0,295.35,17.07,1,640,236,236,,,211
1995 11 20 12,36288,0,309.64,20.08,2.1,720,211,211,,,188
1995 11 21 12,36288,0,271.92,17.94,3.61,800.28,188,188,,,170
1995 11 22 12,36262.58,0,324.57,17,-2.64,509.06,170,170,,,149
1995 11 23 12,35977.61,0,311.74,15.61,-2.46,520,149,149,,,136
1995 11 24 12,35942.39,0.64,287.34,17.48,0.31,621.19,136,136,,,127
1995 11 25 12,35942.39,10.75,109.56,10.24,3.62,800,127,127,,,218
1995 11 26 12,35942.39,0,280.72,14.17,-0.7,583.83,218,218,,,353
1995 11 27 12,35916.96,0,316.52,20.23,0.27,619.51,353,353,,,200
1995 11 28 12,35697.22,0,276.84,20.49,4.92,870.25,200,200,,,180
1995 11 29 12,35596.83,0.39,214.04,23.73,12.41,1432.42,180,180,,,160
1995 11 30 12,35596.83,0,272.19,17.27,2.37,721.62,160,160,,,155
1995 12 01 12,35596.83,0,256.07,13.75,0.23,617.38,155,155,,,145
1995 12 02 12,35596.83,0,287.88,18.05,0.88,640.72,145,145,,,135
1995 12 03 12,35591.22,0,300.3,20.02,0.54,640,135,135,,,125
1995 12 04 12,35482.51,0,292.52,20.44,1.7,692.78,125,125,,,120
1995 12 05 12,35351.64,0,235.76,21.06,7.53,1042.13,120,120,,,122
1995 12 06 12,35251.2,1.61,149.89,14.42,6.03,926.35,122,122,,,120
1995 12 07 12,35251.2,20.83,183.11,15.72,2,720,120,120,,,257
1995 12 08 12,35251.2,0,215.56,8.5,-2.72,502.26,257,257,,,592
1995 12 09 12,35251.2,10.76,152.98,8.47,-1.94,525.64,592,592,,,459
1995 12 10 12,35251.2,0,234.79,7.54,-4.8,436.43,459,459,,,832
1995 12 11 12,35251.2,0,228.99,5.31,-6.41,367.49,832,832,,,413
1995 12 12 12,35251.2,0,258.19,7.93,-6,400,413,413,,,273
1995 12 13 12,35245.58,0,281.22,12.51,-3.98,441.26,273,273,,,223
1995 12 14 12,35225.77,0,286.21,16.26,-1.45,560,223,223,,,197
1995 12 15 12,35190.87,0,265.23,20.26,4.21,818.53,197,197,,,180
1995 12 16 12,35136.88,3.93,177.17,21.53,9.87,1229.66,180,180,,,170
1995 12 17 12,35071.75,0,271.44,19.35,2.88,753.99,170,170,,,164
1995 12 18 12,35071.75,0.61,205.05,14.02,3.05,762.34,164,164,,,161
1995 12 19 12,35006.02,26.35,124.45,11.82,3.69,800.11,161,161,,,1540
1995 12 20 12,35006.02,4.44,174.09,15.1,2.91,752.5,1540,1540,,,2090
1995 12 21 12,35006.02,0,282.7,9.69,-6.46,363.01,2090,2090,,,670
1995 12 22 12,35006.02,0,266.77,7.25,-7,360,670,670,,,399
1995 12 23 12,35006.02,0,241.01,5.55,-6.42,366.77,399,399,,,314
1995 12 24 12,35071.75,0,258.15,6.1,-7.06,360,314,314,,,268
1995 12 25 12,35071.75,0,244.39,5.33,-6.89,362.85,268,268,,,234
1995 12 26 12,35136.88,0,265.02,7.24,-6.61,365.42,234,234,,,211
1995 12 27 12,35190.87,0,251.04,6.58,-5.91,394.87,211,211,,,199
1995 12 28 12,35225.77,0,280.12,8.09,-6.89,360,199,199,,,187
1995 12 29 12,35245.58,0,276.02,7.08,-7.5,360,187,187,,,173
1995 12 30 12,35251.2,0,298.94,10.35,-6.99,360,173,173,,,162
1995 12 31 12,35251.2,5.28,205.99,12.65,-2.25,519.6,162,162,,,166
1996 01 01 12,35251.2,8.42,106.5,12.12,5.8,923.13,166,166,,,278
1996 01 02 12,35251.2,3.69,94.86,13.53,7.92,1073.88,278,278,,,390
1996 01 03 12,35251.2,7.06,166.51,14.89,4.24,819.33,390,390,,,607
1996 01 04 12,35251.2,0,271.57,9.17,-4.42,440,607,607,,,588
1996 01 05 12,35253.89,0,270.49,8.85,-4.57,440,588,588,,,335
1996 01 06 12,35417.39,0,287.06,11.95,-3.08,485.63,335,335,,,260
1996 01 07 12,35571.41,11.75,164.81,8.01,-1.88,529.73,260,260,,,431
1996 01 08 12,35596.83,6.86,184.87,1.38,-8.13,320,431,431,,,1100
1996 01 09 12,35596.83,0,289.67,4.67,-7.49,360,1100,1100,,,533
1996 01 10 12,35596.83,0,325.28,8.81,-6.04,394.12,533,533,,,384
1996 01 11 12,35596.83,0,311.25,10.31,-3.44,480,384,384,,,322
1996 01 12 12,35632.05,8.34,174.59,6.87,-2.2,520,322,322,,,340
1996 01 13 12,35828.06,0,266.95,8.15,-2.79,496.56,340,340,,,436
1996 01 14 12,35942.39,0,339.58,14.42,-3.02,482.72,436,436,,,341
1996 01 15 12,35942.39,0,347.26,19.6,-0.72,578.31,341,341,,,281
1996 01 16 12,35942.39,0,323.57,19.97,2.03,720,281,281,,,249
1996 01 17 12,35942.39,0,163.95,10.82,4.02,801.61,249,249,,,229
1996 01 18 12,36173.67,2.44,192,13.95,4.47,837.57,229,229,,,220
1996 01 19 12,36288,15.02,248.89,20.31,1.08,657.3,220,220,,,1360
1996 01 20 12,36288,0,296.78,5.57,-8.07,320.09,1360,1360,,,1190
1996 01 21 12,36288,0,277.18,6.11,-6.06,386.6,1190,1190,,,506
1996 01 22 12,36323.24,0.17,286.55,6.94,-5.54,401.89,506,506,,,371
1996 01 23 12,36608.18,0,336.9,11.99,-4.95,440,371,371,,,317
1996 01 24 12,36633.6,0,345.31,17.08,-1.92,536.23,317,317,,,303
1996 01 25 12,36633.6,8.73,267.44,16.11,-4.24,440,303,303,,,468
1996 01 26 12,36636.29,0,333.65,11.73,-4.58,440,468,468,,,382
1996 01 27 12,36953.79,33.12,241.57,17.33,1.72,691.35,382,382,,,4390
1996 01 28 12,36979.21,0,344.24,12.2,-4.8,440,4390,4390,,,4150
1996 01 29 12,36979.21,0,299.77,9.34,-3.49,472.59,4150,4150,,,1190
1996 01 30 12,37014.46,3.49,167.38,9.36,1,640.12,1190,1190,,,629
1996 01 31 12,37324.82,17.12,176.42,13.77,4.35,828.57,629,629,,,2590
1996 02 01 12,37324.82,0.09,281.86,15.07,3.03,762.42,2590,2590,,,2180
1996 02 02 12,37324.82,5.56,129.17,6.64,0.62,639.98,2180,2180,,,2870
1996 02 03 12,37610.05,37.82,117.15,3.38,-2.11,524.08,2870,2870,,,11100
1996 02 04 12,37670.38,4.58,168.74,0.39,-6.57,360,11100,11100,,,5850
1996 02 05 12,37670.38,4.2,316.1,-1.13,-13.11,231.42,5850,5850,,,1190
1996 02 06 12,37705.62,0,387.63,2,-12.2,240,1190,1190,,,761
1996 02 07 12,38016.01,0,416.74,9.55,-7.47,360,761,761,,,642
1996 02 08 12,38016.01,0,398.91,12.73,-2.97,482.31,642,642,,,572
1996 02 09 12,38016.01,0.84,332.24,17.93,4.88,866.89,572,572,,,508
1996 02 10 12,38361.6,0,420.65,20.96,-1.29,560,508,508,,,447
1996 02 11 12,38361.6,0,406.27,22.34,1.95,702.26,447,447,,,395
1996 02 12 12,38361.6,0,401.24,18.01,-1,560,395,395,,,358
1996 02 13 12,38707.19,0,354.76,9.6,-4.49,440,358,358,,,320
1996 02 14 12,38707.19,0,371.21,12.26,-2.96,491.12,320,320,,,299
1996 02 15 12,38707.19,0,329.85,17.11,3.82,802.6,299,299,,,292
1996 02 16 12,39052.82,0,391.04,18.08,-0.2,600,292,292,,,279
1996 02 17 12,39052.82,2.41,309.52,5.86,-6.17,383.79,279,279,,,269
1996 02 18 12,39052.82,0,406.77,9.61,-5.35,416.58,269,269,,,261
1996 02 19 12,39398.4,0,409.68,14.61,-1.86,535.43,261,261,,,249
1996 02 20 12,39398.4,11.49,275.43,17.33,2.12,712.94,249,249,,,320
1996 02 21 12,39398.4,2.55,286.49,18.36,5.08,886.26,320,320,,,781
1996 02 22 12,39743.98,0,380.34,22.28,5.69,921,781,781,,,471
1996 02 23 12,39743.98,0,330.52,21.46,8.5,1120,471,471,,,351
1996 02 24 12,39743.98,0,363.44,23.4,8.52,1121.89,351,351,,,305
1996 02 25 12,40089.6,0,441.84,23.69,1.27,661.9,305,305,,,271
1996 02 26 12,40089.6,0,432.73,24.88,3.65,801.6,271,271,,,242
1996 02 27 12,40124.83,0,418.9,27.35,7.35,1028.37,242,242,,,228
1996 02 28 12,40435.21,0,340.76,25.8,12.09,1406.94,228,228,,,319
1996 02 29 12,40435.21,12.2,276.3,19.49,5.01,876.65,319,319,,,800
1996 03 01 12,40755.38,0,325.22,14.83,3.11,767.85,800,800,,,442
1996 03 02 12,40780.8,0,277.06,12.55,3.12,766.51,442,442,,,317
1996 03 03 12,40780.8,0,361.15,15.57,2.13,720,317,317,,,273
1996 03 04 12,41126.39,0,430.64,16.82,-1.54,556.87,273,273,,,234
1996 03 05 12,41126.39,0,439.82,20.09,0.34,622.2,234,234,,,222
1996 03 06 12,41126.39,8.49,316.65,23.32,6.32,945.55,222,222,,,885
1996 03 07 12,41471.98,75.94,162.18,19.72,11.96,1397.12,885,885,,,7690
1996 03 08 12,41471.98,13,346.34,17.81,-3.11,480.72,7690,7690,,,9960
1996 03 09 12,41638.14,0,395.74,5.26,-9.36,292.13,9960,9960,,,2120
1996 03 10 12,41817.61,0,396.91,6.39,-8.24,321.38,2120,2120,,,774
1996 03 11 12,41817.61,0,391.57,8.39,-5.74,400.07,774,774,,,567
1996 03 12 12,42163.22,0,417.2,13.12,-2.48,520,567,567,,,469
1996 03 13 12,42163.22,0,470.7,16.38,-3.46,480,469,469,,,395
1996 03 14 12,42163.22,0,489.01,21.09,-1.45,559.96,395,395,,,342
1996 03 15 12,42508.8,0,438.74,23.66,5.5,905.18,342,342,,,312
1996 03 16 12,42508.8,14.3,288.15,23.14,8.52,1121.69,312,312,,,886
1996 03 17 12,42544.02,6.4,263.54,23.78,10.89,1310.93,886,886,,,1040
1996 03 18 12,42854.39,4.55,157.24,18.32,11.45,1356.35,1040,1040,,,906
1996 03 19 12,42854.39,17.03,127.11,14.04,8.83,1146.69,906,906,,,1020
1996 03 20 12,43199.98,1.09,332.15,10.93,0.48,636.77,1020,1020,,,1360
1996 03 21 12,43199.98,0.13,299.79,7.92,-1.05,560,1360,1360,,,640
1996 03 22 12,43199.98,0,392.93,9.88,-2.67,506.24,640,640,,,438
1996 03 23 12,43545.6,0,490.31,15.98,-2.67,505.82,438,438,,,356
1996 03 24 12,43545.6,0,505.83,19.45,-1.21,561.04,356,356,,,307
1996 03 25 12,43855.98,0,475.94,22.87,4.32,825.87,307,307,,,290
1996 03 26 12,43891.2,3.6,301.35,20.35,7.31,1025.08,290,290,,,280
1996 03 27 12,43891.2,0,430.4,22.52,7.61,1048.94,280,280,,,284
1996 03 28 12,44236.83,25.98,241.24,13.64,4.27,823.43,284,284,,,1350
1996 03 29 12,44236.83,2.04,212.88,10.1,4.01,806.36,1350,1350,,,1610
1996 03 30 12,44236.83,0,440.71,19.5,5.22,896.44,1610,1610,,,770
1996 03 31 12,44582.39,4.78,235.93,16.49,7.51,1041.06,770,770,,,575
1996 04 01 12,44582.39,13.06,177.24,14.65,8.19,1095.48,575,575,,,920
1996 04 02 12,44761.86,0,453.64,16.84,2.58,733.82,920,920,,,885
1996 04 03 12,44927.99,0,518.14,21.4,2.43,720,885,885,,,500
1996 04 04 12,44927.99,0,522.31,25.87,5.66,920.24,500,500,,,377
1996 04 05 12,45273.6,0,452.33,25.84,10.72,1297.9,377,377,,,323
1996 04 06 12,45273.6,0,477.74,22.81,6.64,970.82,323,323,,,306
1996 04 07 12,45273.6,7.99,213.16,11.2,3.75,800,306,306,,,431
1996 04 08 12,45619.18,0,424.69,16.12,3.85,804.25,431,431,,,369
